Chip ID,Technology Node,FSDOI Type,Gate Density,Substrate Type,Power Consumption,Thermal Dispersion Efficiency,Mechanical Stress Resistance,Temperature Range,Humidity Levels,Vibration Levels,External Load Stress,Thermal Stress,Mechanical Stress,Electrical Density,Electromigration Risk,Deformation,Thermal Test Result,Mechanical Stress Test Result,Failure Mode,Failure Rate (%),MTTF (hours),Reliability Score,Failure Rate Comparison,Statistical Significance
Chip085,14,Thin Layer,1309,Silicon,2.78,79.85250208581718,110.52242993185956,-40°C to 125°C,80,Low,10,141.53272532826247,155.159580665871,52.45874765870237,0.08687887970154094,0.5977013073327626,21.025632978174745,177.23927256794195,Mechanical Failure,8.36861503666843,2062,9.905466332783151,2x Reduced,p-value < 0.05
Chip086,7,Thick Layer,898,Silicon-Germanium,1.55,70.22707289534839,70.1022842675961,-20°C to 85°C,80,Medium,49,117.25960724406377,216.99174645500392,54.95743208184457,0.0574321686590676,0.6377282763687371,49.600789410714846,161.69873059882676,Thermal Failure,3.902751800617737,2484,9.396142574963724,1.5x Reduced,p-value > 0.05
Chip087,5,Thin Layer,952,Silicon-Germanium,2.67,79.37321283988253,54.31740144700085,-20°C to 85°C,20,Low,24,138.69172616006702,154.41654377101003,40.6973032046765,0.0843328689219907,0.8054492980769757,23.6891242558888,185.79147350536465,Mechanical Failure,1.2060444247850821,2627,7.878466110102894,1.5x Reduced,p-value < 0.05
Chip088,14,Thin Layer,1713,Silicon-Germanium,3.38,71.12606551363675,163.27058835104285,-40°C to 125°C,80,High,30,118.13789473329727,208.8263756969931,57.8984288245568,0.03685369878909934,0.5328134483040864,26.933927372829398,154.46896732304268,Electromigration,2.3841203470122796,2702,9.939910988076551,1.5x Reduced,p-value < 0.05
Chip089,7,Thick Layer,1677,Silicon,2.65,72.37635832536144,143.04643270301972,-40°C to 125°C,50,High,18,143.0534009987361,249.93534995658348,57.20253632835848,0.08559524482052247,0.1366786954832255,21.550905117245808,191.7371431872098,Electromigration,3.0125299104668013,2573,8.805644768908966,1.5x Reduced,p-value < 0.05
Chip090,14,Thick Layer,1137,Silicon-Germanium,2.28,72.3505249355421,155.61196521488353,-20°C to 85°C,50,High,18,110.97552625404794,205.58065814371795,49.14864195547415,0.0795540502015124,0.24759953289054754,39.200089005107415,125.70242160441312,Thermal Failure,9.615905991051285,2767,8.747267974621739,1.5x Reduced,p-value < 0.05
Chip091,14,Thick Layer,1621,Silicon,2.79,82.98420604232128,81.94462422633661,-40°C to 125°C,80,Low,19,148.7273632599435,197.32101180813333,47.82339532160759,0.030704831472829056,0.4947464948405845,26.7410353091804,196.3728024026646,Mechanical Failure,6.157372860377643,2482,9.244219538288597,2x Reduced,p-value > 0.05
Chip092,14,Thick Layer,1986,Silicon,2.42,84.92089758530847,70.45572133801546,-40°C to 125°C,80,Low,35,138.98793873940156,181.28548565055877,45.4591874971263,0.021820161376844026,0.7523439038866525,25.400313124181704,172.37544651450787,Electromigration,9.394576664286294,2518,9.435309364270413,1.5x Reduced,p-value > 0.05
Chip093,14,Thick Layer,1756,Silicon,2.59,81.6673753019432,52.18169985018229,-20°C to 85°C,50,Low,44,105.71189629601984,162.05225787864646,49.53353656660737,0.08812488902790636,0.6339507834791609,22.65666752669724,150.40596071497643,Mechanical Failure,6.176470154469625,2154,8.969435821994509,1.5x Reduced,p-value < 0.05
Chip094,5,Thick Layer,960,Silicon-Germanium,3.38,89.24345096949084,102.58813382098955,-20°C to 85°C,50,Low,34,128.28883099832802,223.10236714582817,40.88753327066473,0.09669129880961187,0.6852647672861085,23.09926871372047,135.7723301258302,Mechanical Failure,5.3141899612406664,2091,7.3842872390986,2x Reduced,p-value < 0.05
Chip095,14,Thick Layer,1600,Silicon-Germanium,2.27,77.49741159047409,138.48765302819496,-40°C to 125°C,20,High,35,149.26836561208674,169.25990277856303,57.04387066694015,0.012817208237276462,0.5313510357186586,37.54012101327766,158.334658355488,Thermal Failure,3.823549220746864,2981,8.014802517983496,1.5x Reduced,p-value < 0.05
Chip096,14,Thick Layer,1197,Silicon,3.42,75.71424172563721,108.83660676495984,-20°C to 85°C,50,High,20,123.55327263469073,161.52820212472844,40.7084473683709,0.0758143060276317,0.6541678197480185,40.64623597599787,135.56466585482409,Electromigration,6.457338499900381,2525,9.784250920978149,2x Reduced,p-value > 0.05
Chip097,14,Thin Layer,1615,Silicon,3.31,87.3719825637892,115.62123830355937,-40°C to 125°C,50,Medium,47,109.10535694107917,192.17626597305124,46.58102730739742,0.09185720598530366,0.396115694033196,31.921369653932032,133.30652861945137,Thermal Failure,2.2527822215577684,2454,7.673846835531556,2x Reduced,p-value > 0.05
Chip098,5,Thick Layer,1958,Silicon-Germanium,1.89,74.47191677038906,185.62380417406226,-40°C to 125°C,80,Medium,11,124.2389183575173,229.53418379590974,58.631789766379796,0.08716240828832487,0.5231643334269985,34.3969124477622,169.38814059303795,Thermal Failure,9.084354645634354,2740,8.11650107151254,No Change,p-value > 0.05
Chip099,14,Thick Layer,1200,Silicon,1.64,89.26445078881223,102.23832005349504,-40°C to 125°C,50,Low,16,125.62288279409609,224.50645481202204,54.70425309046905,0.09680684250431877,0.7698511590354601,40.57903207948952,161.8467779665428,Electromigration,8.463991646271554,2597,8.296230648832587,No Change,p-value > 0.05
Chip100,14,Thin Layer,1439,Silicon-Germanium,1.7,70.24308949379633,127.09842337397161,-20°C to 85°C,20,High,27,137.08434721143328,155.48826146464748,45.62781921155054,0.07840846705942875,0.8846495010758091,20.52139370556439,173.60768276887535,Electromigration,3.8577830308906336,2644,8.318214969083357,No Change,p-value < 0.05
